STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MDG,Madagascar,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,101708.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MYS,Malaysia,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,169978.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MDV,Maldives,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,37.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MLI,Mali,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,103831.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MLT,Malta,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,3.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MHL,Marshall Islands,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,66.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MUS,Mauritius,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,203,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,FSM,Micronesia,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,502.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MDA,Moldova,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,1617.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MNG,Mongolia,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,141704.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MSR,Montserrat,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,24.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MOZ,Mozambique,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,332347.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MMR,Myanmar,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,269239.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,NPL,Nepal,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,58299.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,NCL,New Caledonia,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,8873.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,NIC,Nicaragua,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,47643.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,NER,Niger,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,9372.801,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,NGA,Nigeria,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,150990.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,NIU,Niue,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,188.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,NFK,Norfolk Island,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,4.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MNP,Northern Mariana Islands,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,243.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,OMN,Oman,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,15.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,PAN,Panama,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,45591,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,PNG,Papua New Guinea,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,339892.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,PRY,Paraguay,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,148461.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,PER,Peru,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,681909.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,PRI,Puerto Rico,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,4569,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,QAT,Qatar,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,13.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,RUS,Russia,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,8086139,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,RWA,Rwanda,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,2111.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,KNA,Saint Kitts and Nevis,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,110,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,LCA,Saint Lucia,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,326.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,VCT,Saint Vincent and the Grenadines,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,280.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,WSM,Samoa,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,1150,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SMR,San Marino,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,10,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SAU,Saudi Arabia,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,26999.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SLE,Sierra Leone,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,24931.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SGP,Singapore,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,158,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SOM,Somalia,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,51295.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ZAF,South Africa,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,201660.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SDN,Sudan,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,225467.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SUR,Suriname,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,147330.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SYR,Syrian Arab Republic,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,2328.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,TZA,Tanzania,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,447229.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,THA,Thailand,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,163679.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,TON,Tonga,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,82.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,TUN,Tunisia,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,5405.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,TKM,Turkmenistan,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,21800,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,TCA,Turks and Caicos Islands,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,105.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,TUV,Tuvalu,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,10.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,UKR,Ukraine,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,50900,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ARE,United Arab Emirates,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,3109.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,VIR,United States Virgin Islands,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,200.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,URY,Uruguay,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,8473.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,VEN,Venezuela,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,462184.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,VNM,Viet Nam,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,109606.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,YEM,Yemen,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,3843,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ZMB,Zambia,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,452086,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ZWE,Zimbabwe,A,Annual,FOREST_N,Naturally regenerating forest,KM2,Square kilometres,2021,,136523.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CHL,Chile,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,757270,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,OECD,OECD,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,43547504,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,OECDA,OECD America,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,29375556,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BLR,Belarus,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,207628,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CMR,Cameroon,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,475442,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,COD,Democratic Republic of the Congo,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,2345410,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ERI,Eritrea,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,121630,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SWZ,Eswatini,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,17364,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ETH,Ethiopia,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,1129819,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MYS,Malaysia,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,330241,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MLT,Malta,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,315.15,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,NCL,New Caledonia,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,18576,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,NFK,Norfolk Island,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,36,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,PLW,Palau,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,459,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,REU,Réunion,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,2510,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SGP,Singapore,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,728.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SLB,Solomon Islands,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,28896,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SOM,Somalia,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,637657,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,TZA,Tanzania,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,945500,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,AUS,Australia,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,7741220,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,AUT,Austria,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,83879,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BEL,Belgium,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,30689,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CAN,Canada,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,15634410,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,COL,Colombia,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,1140619,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CRI,Costa Rica,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,51100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CZE,Czechia,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,78871.04,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,DNK,Denmark,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,42920,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,EST,Estonia,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,45340,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,FIN,Finland,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,338470,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,FRA,France,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,606410,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,DEU,Germany,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,357590,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GRC,Greece,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,131960,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,HUN,Hungary,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,93030,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ISL,Iceland,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,103000,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,IRL,Ireland,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,70280,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ISR,Israel,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,22070,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ITA,Italy,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,302068,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,JPN,Japan,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,377974,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,KOR,Korea,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,100430,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,LVA,Latvia,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,64590,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,LTU,Lithuania,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,65290,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,LUX,Luxembourg,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,2590,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MEX,Mexico,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,1960647,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,NLD,Netherlands,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,41540,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,NZL,New Zealand,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,267710,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,NOR,Norway,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,624500,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,POL,Poland,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,312710,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,PRT,Portugal,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,92230,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SVK,Slovak Republic,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,49030,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SVN,Slovenia,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,20480,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ESP,Spain,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,505964.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SWE,Sweden,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,528860,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CHE,Switzerland,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,41290.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,TUR,Türkiye,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,785350,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GBR,United Kingdom,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,243610,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,USA,United States,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,9831510,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,OECDSO,OECD Asia Oceania,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,8509404,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,OECDE,OECD Europe,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,5662542.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,AFG,Afghanistan,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,652860,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ALB,Albania,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,28750,,A,Normal value,0,Units,1,One
